"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,05:00 AM,09:34 AM,2h34m,1089,739
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,05:00 AM,09:35 AM,2h35m,1122,738
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,05:54 AM,10:29 AM,2h35m,387,738
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,06:00 AM,09:35 AM,1h35m,1112,739
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,06:00 AM,09:35 AM,2h35m,1680,739
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,06:15 AM,10:50 AM,2h35m,1500,738
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,06:54 AM,10:29 AM,2h35m,1418,739
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,07:18 AM,11:52 AM,2h34m,591,320
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,08:15 AM,11:50 AM,2h35m,1418,738
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,10:00 AM,02:42 PM,2h42m,464,319
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,10:02 AM,02:39 PM,2h37m,464,320
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,10:02 AM,02:40 PM,2h38m,1680,738
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,11:07 AM,02:42 PM,2h35m,1680,738
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,01:22 PM,06:03 PM,2h41m,1795,739
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,01:39 PM,06:14 PM,2h35m,1969,739
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,01:50 PM,06:29 PM,2h39m,1921,319
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,02:45 PM,06:20 PM,2h35m,1795,739
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,03:53 PM,08:35 PM,2h42m,1795,319
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,03:59 PM,08:35 PM,2h36m,681,320
"PHOENIX, AZ",PHX,"HOUSTON, TX",IAH,04:53 PM,08:35 PM,1h42m,1122,319
"PHOENIX, AZ",PHX,"NEW YORK/NEWARK, NJ",EWR,05:48 AM,01:30 PM,4h42m,1600,738
"PHOENIX, AZ",PHX,"NEW YORK/NEWARK, NJ",EWR,06:00 AM,01:44 PM,4h44m,605,320
"PHOENIX, AZ",PHX,"NEW YORK/NEWARK, NJ",EWR,06:49 AM,01:31 PM,4h42m,1600,739
"PHOENIX, AZ",PHX,"NEW YORK/NEWARK, NJ",EWR,10:58 AM,06:40 PM,4h42m,1552,739
"PHOENIX, AZ",PHX,"NEW YORK/NEWARK, NJ",EWR,12:08 PM,06:50 PM,4h42m,1552,739
"PHOENIX, AZ",PHX,"NEW YORK/NEWARK, NJ",EWR,10:22 PM,05:58 AM,4h36m,1976,739
"PHOENIX, AZ",PHX,"NEW YORK/NEWARK, NJ",EWR,11:29 PM,06:00 AM,4h31m,1976,320
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,05:30 AM,07:39 AM,2h09m,768,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,06:40 AM,07:49 AM,2h09m,768,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,07:36 AM,09:45 AM,2h09m,372,738
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,07:55 AM,10:00 AM,2h05m,1073,320
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,12:22 PM,02:25 PM,2h03m,1749,320
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,03:00 PM,05:05 PM,2h05m,460,319
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,03:14 PM,05:20 PM,2h06m,722,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,03:16 PM,05:25 PM,2h09m,372,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,03:16 PM,05:24 PM,2h08m,445,320
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,04:15 PM,05:24 PM,2h09m,722,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,04:16 PM,05:25 PM,2h09m,768,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,04:16 PM,05:25 PM,2h09m,1073,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,04:16 PM,05:25 PM,2h09m,1686,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,04:16 PM,05:25 PM,2h09m,1822,739
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,05:18 PM,07:32 PM,2h14m,353,320
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,05:18 PM,07:32 PM,2h14m,445,320
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,05:18 PM,07:32 PM,2h14m,1835,320
"PHOENIX, AZ",PHX,"SAN FRANCISCO, CA",SFO,05:19 PM,07:19 PM,2h00m,722,320
"PHOENIX, AZ",PHX,"WASHINGTON, DC",IAD,06:25 AM,01:35 PM,4h10m,1566,320
"PHOENIX, AZ",PHX,"WASHINGTON, DC",IAD,07:32 AM,02:53 PM,4h21m,1271,739
"PHOENIX, AZ",PHX,"WASHINGTON, DC",IAD,07:38 AM,02:50 PM,4h12m,316,739
"PHOENIX, AZ",PHX,"WASHINGTON, DC",IAD,08:40 AM,02:52 PM,4h12m,316,739
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,06:05 AM,06:48 AM,1h43m,643,319
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,07:21 AM,08:03 AM,1h42m,1241,319
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,10:35 AM,11:18 AM,1h43m,590,319
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,10:35 AM,11:18 AM,1h43m,1733,739
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,02:15 PM,02:57 PM,1h42m,446,319
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,02:15 PM,02:49 PM,1h34m,1758,73G
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,05:36 PM,06:20 PM,1h44m,1692,73G
"PITTSBURGH, PA",PIT,"CHICAGO, IL",ORD,05:39 PM,06:22 PM,1h43m,220,320
"PITTSBURGH, PA",PIT,"DENVER, CO",DEN,06:52 AM,08:25 AM,3h33m,773,320
"PITTSBURGH, PA",PIT,"DENVER, CO",DEN,08:49 AM,10:22 AM,3h33m,1269,739
"PITTSBURGH, PA",PIT,"DENVER, CO",DEN,03:45 PM,05:22 PM,3h37m,709,738
"PITTSBURGH, PA",PIT,"DENVER, CO",DEN,04:05 PM,05:29 PM,3h24m,1226,739
"PITTSBURGH, PA",PIT,"DENVER, CO",DEN,05:01 PM,06:24 PM,3h23m,709,320
"PITTSBURGH, PA",PIT,"DENVER, CO",DEN,05:18 PM,06:42 PM,3h24m,1226,739
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,06:00 AM,08:20 AM,3h20m,332,738
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,07:25 AM,09:44 AM,3h19m,1492,320
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,08:25 AM,10:45 AM,3h20m,1016,738
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,08:26 AM,10:30 AM,3h04m,471,319
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,11:51 AM,02:04 PM,3h13m,1742,73G
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,11:51 AM,02:04 PM,3h13m,1020,73G
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,11:55 AM,02:07 PM,3h12m,1094,320
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,11:55 AM,02:07 PM,3h12m,1510,320
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,11:55 AM,02:07 PM,3h12m,1742,320
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,02:44 PM,04:54 PM,3h10m,1556,320
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,02:45 PM,04:55 PM,3h10m,1806,320
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,03:01 PM,05:15 PM,3h14m,1455,738
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,05:32 PM,07:53 PM,3h21m,1234,73G
"PITTSBURGH, PA",PIT,"HOUSTON, TX",IAH,06:07 PM,08:14 PM,3h07m,207,320
"PITTSBURGH, PA",PIT,"SAN FRANCISCO, CA",SFO,06:00 AM,08:45 AM,5h45m,606,320
"PITTSBURGH, PA",PIT,"SAN FRANCISCO, CA",SFO,06:00 AM,08:45 AM,5h45m,1689,320
"PITTSBURGH, PA",PIT,"SAN FRANCISCO, CA",SFO,07:16 AM,09:32 AM,5h16m,606,320
"PITTSBURGH, PA",PIT,"SAN FRANCISCO, CA",SFO,07:16 AM,09:32 AM,5h16m,1273,739
"POHNPEI, FEDERATED STATES OF MICRONESIA",PNI,"KOSRAE, FEDERATED STATE OF MICRONESIA",KSA,01:44 PM,02:52 PM,1h08m,155,738
"POHNPEI, FEDERATED STATES OF MICRONESIA",PNI,"KWAJALEIN, MARSHALL ISLANDS",KWA,02:47 PM,05:37 PM,1h50m,155,738
"POHNPEI, FEDERATED STATES OF MICRONESIA",PNI,"TRUK, FEDERATED STATES OF MICRONESIA",TKK,01:35 AM,01:59 AM,1h24m,95,73G
"POHNPEI, FEDERATED STATES OF MICRONESIA",PNI,"TRUK, FEDERATED STATES OF MICRONESIA",TKK,01:35 AM,01:58 AM,1h23m,189,73G
"POHNPEI, FEDERATED STATES OF MICRONESIA",PNI,"TRUK, FEDERATED STATES OF MICRONESIA",TKK,02:35 PM,02:47 PM,1h12m,154,738
"PORT OF SPAIN, TRINIDAD AND TOBAGO",POS,"HOUSTON, TX",IAH,05:40 AM,10:50 AM,6h10m,1459,738
"PORT OF SPAIN, TRINIDAD AND TOBAGO",POS,"HOUSTON, TX",IAH,07:30 AM,11:40 AM,6h10m,1459,738
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,06:50 AM,12:53 PM,4h03m,362,319
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,06:50 AM,12:51 PM,4h01m,1430,739
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,10:43 AM,04:43 PM,4h00m,1996,738
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,10:48 AM,04:46 PM,3h58m,679,320
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,01:53 PM,07:53 PM,4h00m,464,320
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,01:53 PM,07:55 PM,4h02m,1476,739
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,01:53 PM,07:55 PM,4h02m,1476,738
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,02:01 PM,07:54 PM,3h53m,464,738
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,11:18 PM,05:04 AM,3h46m,1139,739
"PORTLAND, OR",PDX,"CHICAGO, IL",ORD,11:19 PM,05:13 AM,3h54m,745,739
"PORTLAND, OR",PDX,"DENVER, CO",DEN,05:30 AM,08:57 AM,2h27m,789,320
"PORTLAND, OR",PDX,"DENVER, CO",DEN,05:30 AM,09:04 AM,2h34m,1158,739
"PORTLAND, OR",PDX,"DENVER, CO",DEN,08:09 AM,11:43 AM,2h34m,453,320
"PORTLAND, OR",PDX,"DENVER, CO",DEN,08:09 AM,11:31 AM,2h22m,714,320
"PORTLAND, OR",PDX,"DENVER, CO",DEN,08:09 AM,11:44 AM,2h35m,1989,738
"PORTLAND, OR",PDX,"DENVER, CO",DEN,08:13 AM,11:40 AM,2h27m,210,319
"PORTLAND, OR",PDX,"DENVER, CO",DEN,08:13 AM,11:40 AM,2h27m,1729,319
"PORTLAND, OR",PDX,"DENVER, CO",DEN,10:47 AM,02:13 PM,2h26m,830,319
"PORTLAND, OR",PDX,"DENVER, CO",DEN,12:05 PM,03:31 PM,2h26m,830,319
"PORTLAND, OR",PDX,"DENVER, CO",DEN,03:37 PM,07:10 PM,2h33m,549,320
"PORTLAND, OR",PDX,"DENVER, CO",DEN,03:37 PM,07:11 PM,2h34m,1606,738
"PORTLAND, OR",PDX,"DENVER, CO",DEN,03:45 PM,07:10 PM,2h25m,550,320
"PORTLAND, OR",PDX,"DENVER, CO",DEN,03:45 PM,07:10 PM,2h25m,1148,320
"PORTLAND, OR",PDX,"DENVER, CO",DEN,05:49 PM,09:20 PM,2h31m,1990,738
"PORTLAND, OR",PDX,"DENVER, CO",DEN,05:55 PM,09:25 PM,2h30m,423,319
"PORTLAND, OR",PDX,"HOUSTON, TX",IAH,06:00 AM,12:00 PM,4h00m,1252,739
"PORTLAND, OR",PDX,"HOUSTON, TX",IAH,06:00 AM,12:00 PM,4h00m,1693,738
"PORTLAND, OR",PDX,"HOUSTON, TX",IAH,12:25 PM,06:23 PM,3h58m,1953,739
"PORTLAND, OR",PDX,"NEW YORK/NEWARK, NJ",EWR,07:00 AM,03:17 PM,5h17m,205,73G
"PORTLAND, OR",PDX,"NEW YORK/NEWARK, NJ",EWR,09:15 PM,05:32 AM,5h17m,423,739
"PORTLAND, OR",PDX,"NEW YORK/NEWARK, NJ",EWR,09:30 PM,05:35 AM,5h05m,1760,739
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,05:50 AM,07:44 AM,1h54m,392,320
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,05:50 AM,07:45 AM,1h55m,794,738
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,06:45 AM,08:33 AM,1h48m,1960,738
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,07:00 AM,08:54 AM,1h54m,794,739
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,09:32 AM,11:25 AM,1h53m,809,319
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,09:58 AM,11:50 AM,1h52m,353,319
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,09:58 AM,11:50 AM,1h52m,392,319
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,09:58 AM,11:48 AM,1h50m,1998,320
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,09:58 AM,11:50 AM,1h52m,1998,319
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,12:22 PM,02:12 PM,1h50m,353,320
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,12:22 PM,02:13 PM,1h51m,1817,738
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,12:27 PM,02:20 PM,1h53m,392,320
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,12:32 PM,02:25 PM,1h53m,1998,320
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,12:35 PM,02:29 PM,1h54m,507,738
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,01:26 PM,03:14 PM,1h48m,1723,738
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,01:33 PM,03:27 PM,1h54m,569,738
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,03:36 PM,05:25 PM,1h49m,299,319
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,04:55 PM,06:48 PM,1h53m,1998,320
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,05:07 PM,07:01 PM,1h54m,353,739
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,07:27 PM,09:21 PM,1h54m,995,738
"PORTLAND, OR",PDX,"SAN FRANCISCO, CA",SFO,07:27 PM,09:15 PM,1h48m,1998,739
"PORTLAND, OR",PDX,"WASHINGTON, DC",IAD,07:50 AM,03:42 PM,4h52m,250,739
"PORTLAND, OR",PDX,"WASHINGTON, DC",IAD,08:00 AM,04:02 PM,5h02m,1705,739
"PROVIDENCE, RI",PVD,"CHICAGO, IL",ORD,09:29 AM,11:05 AM,2h36m,656,319
"PROVIDENCE, RI",PVD,"CHICAGO, IL",ORD,03:33 PM,05:20 PM,2h47m,1098,319
"PROVIDENCIALES, TURKS AND CAICOS ISLANDS",PLS,"NEW YORK/NEWARK, NJ",EWR,02:01 PM,05:51 PM,3h50m,1466,739
"PUERTO PLATA, DOMINICAN REPUBLIC",POP,"NEW YORK/NEWARK, NJ",EWR,02:11 PM,06:11 PM,4h00m,1484,738
"PUERTO VALLARTA, MEXICO",PVR,"CHICAGO, IL",ORD,01:45 PM,06:50 PM,4h05m,1201,739
"PUERTO VALLARTA, MEXICO",PVR,"CHICAGO, IL",ORD,02:55 PM,07:00 PM,4h05m,1201,739
"PUERTO VALLARTA, MEXICO",PVR,"DENVER, CO",DEN,12:50 PM,04:09 PM,4h19m,572,320
"PUERTO VALLARTA, MEXICO",PVR,"DENVER, CO",DEN,01:50 PM,04:05 PM,3h15m,1108,739
"PUERTO VALLARTA, MEXICO",PVR,"DENVER, CO",DEN,02:10 PM,05:29 PM,3h19m,1645,320
"PUERTO VALLARTA, MEXICO",PVR,"DENVER, CO",DEN,04:01 PM,07:21 PM,4h20m,1645,738
"PUERTO VALLARTA, MEXICO",PVR,"HOUSTON, TX",IAH,09:00 AM,11:19 AM,2h19m,1239,739
"PUERTO VALLARTA, MEXICO",PVR,"HOUSTON, TX",IAH,12:21 PM,02:39 PM,2h18m,285,320
"PUERTO VALLARTA, MEXICO",PVR,"HOUSTON, TX",IAH,02:10 PM,05:35 PM,2h25m,1703,738
"PUERTO VALLARTA, MEXICO",PVR,"HOUSTON, TX",IAH,03:01 PM,05:19 PM,2h18m,302,320
"PUERTO VALLARTA, MEXICO",PVR,"HOUSTON, TX",IAH,03:12 PM,05:37 PM,1h25m,1703,739
"PUERTO VALLARTA, MEXICO",PVR,"LOS ANGELES, CA",LAX,04:01 PM,06:11 PM,3h10m,1218,739
"PUERTO VALLARTA, MEXICO",PVR,"NEW YORK/NEWARK, NJ",EWR,12:12 PM,07:12 PM,5h00m,1279,738
"PUERTO VALLARTA, MEXICO",PVR,"NEW YORK/NEWARK, NJ",EWR,01:12 PM,08:12 PM,5h00m,1525,739
"PUERTO VALLARTA, MEXICO",PVR,"SAN FRANCISCO, CA",SFO,02:50 PM,05:49 PM,3h59m,1243,738
"PUERTO VALLARTA, MEXICO",PVR,"SAN FRANCISCO, CA",SFO,03:55 PM,05:54 PM,3h59m,1243,738
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"CHICAGO, IL",ORD,01:41 PM,05:56 PM,5h15m,1664,739
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"HOUSTON, TX",IAH,12:50 PM,04:25 PM,4h35m,1708,739
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"HOUSTON, TX",IAH,03:47 PM,07:32 PM,4h45m,1934,739
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"NEW YORK/NEWARK, NJ",EWR,12:34 PM,04:53 PM,4h19m,1515,739
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"NEW YORK/NEWARK, NJ",EWR,01:50 PM,05:09 PM,4h19m,1515,739
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"NEW YORK/NEWARK, NJ",EWR,01:58 PM,06:08 PM,4h10m,1518,739
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"NEW YORK/NEWARK, NJ",EWR,03:12 PM,06:27 PM,3h15m,1518,753
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"NEW YORK/NEWARK, NJ",EWR,04:30 PM,08:40 PM,4h10m,1592,739
"PUNTA CANA, DOMINICAN REPUBLIC",PUJ,"WASHINGTON, DC",IAD,03:55 PM,07:55 PM,4h00m,1669,739
"QUITO, ECUADOR",UIO,"HOUSTON, TX",IAH,12:55 AM,05:15 AM,4h20m,1036,73G
"QUITO, ECUADOR",UIO,"HOUSTON, TX",IAH,11:55 PM,05:20 AM,5h25m,1036,73G
"QUITO, ECUADOR",UIO,"HOUSTON, TX",IAH,11:55 PM,05:15 AM,5h20m,1036,738
"RALEIGH/DURHAM, NC",RDU,"CHICAGO, IL",ORD,08:29 AM,09:48 AM,2h19m,776,319
"RALEIGH/DURHAM, NC",RDU,"CHICAGO, IL",ORD,09:14 AM,10:33 AM,2h19m,798,319
"RALEIGH/DURHAM, NC",RDU,"CHICAGO, IL",ORD,09:45 AM,11:00 AM,2h15m,1266,319
"RALEIGH/DURHAM, NC",RDU,"CHICAGO, IL",ORD,05:04 PM,06:16 PM,2h12m,350,319
"RALEIGH/DURHAM, NC",RDU,"CHICAGO, IL",ORD,05:07 PM,06:20 PM,2h13m,1878,73G
"RALEIGH/DURHAM, NC",RDU,"HOUSTON, TX",IAH,06:00 AM,08:00 AM,3h00m,559,73G
"RALEIGH/DURHAM, NC",RDU,"HOUSTON, TX",IAH,06:10 AM,08:00 AM,2h50m,281,319
"RALEIGH/DURHAM, NC",RDU,"NEW YORK/NEWARK, NJ",EWR,05:24 PM,07:04 PM,1h40m,1472,738
"RALEIGH/DURHAM, NC",RDU,"NEW YORK/NEWARK, NJ",EWR,05:36 PM,07:15 PM,1h39m,343,320
"RALEIGH/DURHAM, NC",RDU,"NEW YORK/NEWARK, NJ",EWR,05:36 PM,07:16 PM,1h40m,456,738
"RALEIGH/DURHAM, NC",RDU,"NEW YORK/NEWARK, NJ",EWR,05:36 PM,07:15 PM,1h39m,1744,320
"RALEIGH/DURHAM, NC",RDU,"SAN FRANCISCO, CA",SFO,06:45 AM,09:52 AM,6h07m,1060,738
"RALEIGH/DURHAM, NC",RDU,"SAN FRANCISCO, CA",SFO,06:05 PM,09:12 PM,6h07m,1260,739
"RALEIGH/DURHAM, NC",RDU,"SAN FRANCISCO, CA",SFO,06:39 PM,09:30 PM,5h51m,1023,738
"RALEIGH/DURHAM, NC",RDU,"SAN FRANCISCO, CA",SFO,06:39 PM,09:30 PM,5h51m,1282,739
"RALEIGH/DURHAM, NC",RDU,"WASHINGTON, DC",IAD,06:00 AM,07:10 AM,1h10m,216,738
"RALEIGH/DURHAM, NC",RDU,"WASHINGTON, DC",IAD,06:00 AM,07:10 AM,1h10m,424,320
"RALEIGH/DURHAM, NC",RDU,"WASHINGTON, DC",IAD,06:05 AM,07:15 AM,1h10m,1203,738
"RALEIGH/DURHAM, NC",RDU,"WASHINGTON, DC",IAD,06:10 AM,07:20 AM,1h10m,1154,738
"RALEIGH/DURHAM, NC",RDU,"WASHINGTON, DC",IAD,06:10 AM,07:20 AM,1h10m,1637,738
"RALEIGH/DURHAM, NC",RDU,"WASHINGTON, DC",IAD,07:10 PM,08:17 PM,1h07m,399,738
"RENO, NV",RNO,"DENVER, CO",DEN,06:00 AM,09:05 AM,2h05m,422,320
"RENO, NV",RNO,"DENVER, CO",DEN,06:00 AM,09:12 AM,2h12m,495,320
"RENO, NV",RNO,"DENVER, CO",DEN,06:00 AM,09:12 AM,2h12m,1584,320
"RENO, NV",RNO,"DENVER, CO",DEN,06:00 AM,09:12 AM,2h12m,1665,320
"RENO, NV",RNO,"DENVER, CO",DEN,06:02 AM,09:14 AM,2h12m,1904,320
"RENO, NV",RNO,"DENVER, CO",DEN,01:22 PM,04:26 PM,2h04m,401,319
"RENO, NV",RNO,"DENVER, CO",DEN,01:29 PM,04:37 PM,2h08m,677,320
"RICHMOND, VA",RIC,"CHICAGO, IL",ORD,09:34 AM,10:43 AM,2h09m,1846,73G
"RIO DE JANEIRO, BRAZIL",GIG,"HOUSTON, TX",IAH,09:10 PM,05:25 AM,10h15m,128,789
"RIO DE JANEIRO, BRAZIL",GIG,"HOUSTON, TX",IAH,10:27 PM,05:37 AM,10h10m,128,789
"ROATAN, HONDURAS",RTB,"HOUSTON, TX",IAH,01:08 PM,05:03 PM,2h55m,1435,738
"ROCHESTER, NY",ROC,"CHICAGO, IL",ORD,07:04 AM,08:05 AM,2h01m,769,738
"ROCHESTER, NY",ROC,"CHICAGO, IL",ORD,07:07 AM,07:59 AM,1h52m,1432,739
"ROCHESTER, NY",ROC,"CHICAGO, IL",ORD,05:20 PM,06:22 PM,2h02m,518,738
"ROCHESTER, NY",ROC,"CHICAGO, IL",ORD,05:27 PM,06:20 PM,1h53m,1433,739
"ROME, ITALY",FCO,"NEW YORK/NEWARK, NJ",EWR,08:55 AM,02:05 PM,11h10m,41,764
"ROME, ITALY",FCO,"WASHINGTON, DC",IAD,10:50 AM,03:05 PM,10h15m,43,764
"SACRAMENTO, CA",SMF,"CHICAGO, IL",ORD,06:00 AM,12:04 PM,4h04m,472,320
"SACRAMENTO, CA",SMF,"CHICAGO, IL",ORD,06:35 AM,12:41 PM,4h06m,1876,739
"SACRAMENTO, CA",SMF,"CHICAGO, IL",ORD,01:30 PM,07:25 PM,3h55m,282,320
"SACRAMENTO, CA",SMF,"CHICAGO, IL",ORD,01:45 PM,07:39 PM,3h54m,607,320
"SACRAMENTO, CA",SMF,"DENVER, CO",DEN,05:35 AM,08:58 AM,2h23m,410,738
"SACRAMENTO, CA",SMF,"DENVER, CO",DEN,05:35 AM,08:57 AM,2h22m,1665,320
"SACRAMENTO, CA",SMF,"DENVER, CO",DEN,05:35 AM,08:57 AM,2h22m,1736,320
"SACRAMENTO, CA",SMF,"DENVER, CO",DEN,05:40 AM,08:58 AM,2h18m,504,320
"SACRAMENTO, CA",SMF,"DENVER, CO",DEN,03:49 PM,07:10 PM,2h21m,669,320
"SACRAMENTO, CA",SMF,"DENVER, CO",DEN,03:49 PM,07:10 PM,2h21m,1889,320
"SACRAMENTO, CA",SMF,"HOUSTON, TX",IAH,06:00 AM,11:37 AM,3h37m,1934,320
"SACRAMENTO, CA",SMF,"HOUSTON, TX",IAH,06:11 AM,11:48 AM,3h37m,1983,320
"SACRAMENTO, CA",SMF,"HOUSTON, TX",IAH,06:20 AM,12:02 PM,3h42m,380,320
"SACRAMENTO, CA",SMF,"HOUSTON, TX",IAH,06:20 AM,12:04 PM,3h44m,1004,738
"SACRAMENTO, CA",SMF,"HOUSTON, TX",IAH,06:20 AM,12:04 PM,3h44m,1898,739
"SACRAMENTO, CA",SMF,"HOUSTON, TX",IAH,12:26 PM,06:12 PM,3h46m,1777,739
"SACRAMENTO, CA",SMF,"WASHINGTON, DC",IAD,07:49 AM,03:45 PM,4h56m,786,739
"SACRAMENTO, CA",SMF,"WASHINGTON, DC",IAD,08:05 AM,04:01 PM,4h56m,1566,738
"SACRAMENTO, CA",SMF,"WASHINGTON, DC",IAD,08:05 AM,04:05 PM,5h00m,1594,739
"SALT LAKE CITY, UT",SLC,"CHICAGO, IL",ORD,12:22 PM,04:29 PM,3h07m,320,320
"SALT LAKE CITY, UT",SLC,"CHICAGO, IL",ORD,03:50 PM,07:58 PM,3h08m,773,319
"SALT LAKE CITY, UT",SLC,"CHICAGO, IL",ORD,03:54 PM,08:04 PM,3h10m,1269,319
"SALT LAKE CITY, UT",SLC,"DENVER, CO",DEN,05:40 AM,07:11 AM,1h31m,268,738
"SALT LAKE CITY, UT",SLC,"DENVER, CO",DEN,07:25 AM,09:05 AM,1h40m,268,319
"SALT LAKE CITY, UT",SLC,"DENVER, CO",DEN,05:00 PM,06:43 PM,1h43m,1545,739
"SALT LAKE CITY, UT",SLC,"DENVER, CO",DEN,05:04 PM,06:42 PM,1h38m,521,319
"SALT LAKE CITY, UT",SLC,"DENVER, CO",DEN,05:27 PM,07:01 PM,1h34m,368,320
"SALT LAKE CITY, UT",SLC,"DENVER, CO",DEN,05:27 PM,07:10 PM,1h43m,784,319
